CustomerID,prob_churn
7439-DKZTW,0.9288278142939531
1393-IMKZG,0.9063266770400881
1452-VOQCH,0.8971951486957941
7577-SWIFR,0.8963723777208051
9603-OAIHC,0.8929341037237986
1628-BIZYP,0.8672741607006403
9840-EFJQB,0.8190302988283726
4912-PIGUY,0.7899677939027075
5150-ITWWB,0.7828932914809781
3462-BJQQA,0.7725850617308454
9605-WGJVW,0.7700415375655939
4927-WWOOZ,0.7639731472712546
5542-TBBWB,0.7635822278596008
8040-MNRTF,0.7592478999457104
1251-STYSZ,0.7568580837990484
5091-HFAZW,0.7559051923975997
7465-ZZRVX,0.755787156359048
1640-PLFMP,0.7535123582945208
4853-OITSN,0.7504353991642785
2254-DLXRI,0.7431720489673215
7590-VHVEG,0.7430217845629001
3904-UKFRE,0.7397831627258233
0021-IKXGC,0.735028688278655
5701-YVSVF,0.7332531739098895
6350-XFYGW,0.732020423008548
3878-AVSOQ,0.7300252423208746
1319-YLZJG,0.7282188623899178
8242-SOQUO,0.727584123682482
2792-LSHWX,0.7274819543712978
5043-TRZWM,0.7268018944581737
2674-MIAHT,0.7244083497323441
4123-DVHPH,0.7241052982381498
8714-CTZJW,0.7236237329896038
0722-SVSFK,0.7206369052501345
9957-YODKZ,0.7115923687663239
4741-WWJQZ,0.7086344307107021
8309-IEYJD,0.7074795724043607
8687-BAFGU,0.7028787155713973
4234-XTNEA,0.6977652370779056
0139-IVFJG,0.6971940612887899
4813-HQMGZ,0.6965249184462305
2468-SJFLM,0.6959565207415481
2081-VEYEH,0.6931280014507365
2545-EBUPK,0.6929843919938493
9290-SHCMB,0.6923083044746255
8087-LGYHQ,0.6829295334142538
8622-ZLFKO,0.6794354403624793
7517-LDMPS,0.6791963794481153
2424-WVHPL,0.6785270594219007
0674-EYYZV,0.6783269808711068
9093-FPDLG,0.6774690219778067
7379-FNIUJ,0.6746656874889833
4854-CIDCF,0.6740208698809635
1173-XZPYF,0.673736989380024
8035-PWSEV,0.6725743078798248
8266-VBFQL,0.6721110701678111
2262-SLNVK,0.6720707315636102
4395-PZMSN,0.6711503027123379
3318-NMQXL,0.671102309817768
0480-BIXDE,0.6688772690434165
8739-XNIKG,0.6686627128155342
9617-INGJY,0.6685623734272923
4559-UWIHT,0.6678595658494356
5760-FXFVO,0.6665405007519593
7858-GTZSP,0.6663128038445099
3295-YVUSR,0.6630666573862591
2789-HQBOU,0.6622486968981183
2754-SDJRD,0.6613983658990612
6435-SRWBJ,0.6612440240607808
3292-PBZEJ,0.6601391322533638
2325-NBPZG,0.6558754115138481
1746-TGTWV,0.6555385309614817
5429-LWCMV,0.6551993630759085
3317-VLGQT,0.6550880179628161
2123-AGEEN,0.6540497770256833
8161-QYMTT,0.6532773555764801
6519-CFDBX,0.6519183445329585
0793-TWELN,0.6494223875231665
7044-YAACC,0.6487985207605341
7426-RHZGU,0.6478178535359868
0365-BZUWY,0.6435962104369201
6583-KQJLK,0.6413750037317294
4298-OYIFC,0.6400522381047701
6357-JJPQT,0.6380625574922439
3422-GALYP,0.6362462292925369
2080-GKCWQ,0.6361200838052966
0187-QSXOE,0.6356113841971801
3420-YJLQT,0.6350069398579611
4884-ZTHVF,0.6349496567175821
6630-UJZMY,0.6346484619294861
4299-SIMNS,0.6342862376833103
1508-DFXCU,0.6342170278427586
6986-IXNDM,0.6326386561655757
4090-KPJIP,0.6323740115002447
5937-EORGB,0.6323486698696336
2876-GZYZC,0.6316459283909217
3320-VEOYC,0.6301865555194468
3629-ZNKXA,0.6278779122456634
4301-VVZKA,0.6262552604886507
5382-SOYZL,0.6246690221728418
2985-FMWYF,0.6243499965108691
8325-QRPZR,0.6226170937168465
9208-OLGAQ,0.6224464456730451
3489-HHPFY,0.6214075415532355
6969-MVBAI,0.621164390970385
4847-TAJYI,0.6210253904720143
9094-AZPHK,0.6201842442589088
7398-SKNQZ,0.6201228162923466
6407-UTSLV,0.6188142813095507
4273-MBHYA,0.6177976915665174
5288-AHOUP,0.6176419918132248
4929-XIHVW,0.6171639870742325
8107-KNCIM,0.6166864999109142
5032-MIYKT,0.615988675356172
8775-ERLNB,0.6157310634176437
8617-ENBDS,0.6147065237572923
8104-OSKWT,0.6127145260586184
4749-OJKQU,0.6119810083237357
5348-CAGXB,0.6117959940423653
3411-WLRSQ,0.6116673324060093
3096-GKWEB,0.6103068086600433
6242-MBHPK,0.6098542276978717
9402-ORRAH,0.6086299036821756
6923-JHPMP,0.6081065349743856
6215-NQCPY,0.607754090235946
7363-QTBIW,0.607591104312624
8875-AKBYH,0.6059450421395493
9799-CAYJJ,0.6051866485132062
5119-NZPTV,0.6047692154884196
9714-EDSUC,0.604702978542089
4770-UEZOX,0.6042198564309706
6127-IYJOZ,0.6040566423486797
8903-WMRNW,0.6035838218223701
9050-IKDZA,0.6020099516249511
7225-CBZPL,0.6009453860759496
7206-PQBBZ,0.6009137881548486
0224-RLWWD,0.6005212044079419
1941-HOSAM,0.6005121073047284
6734-GMPVK,0.6000933683014131
5501-TVMGM,0.5990227192022808
1960-UYCNN,0.5979140818213917
2604-IJPDU,0.5978819967850818
2920-RNCEZ,0.5950062079345354
5956-YHHRX,0.5948287411965772
6229-LSCKB,0.5936183683864913
3452-GWUIN,0.593458530463958
4367-NHWMM,0.5906664761104186
9741-YLNTD,0.5887479721875938
1226-IENZN,0.5887198695512409
0840-DFEZH,0.5882712126164622
7354-OIJLX,0.5880032981627954
5399-ZIMKF,0.5868396026624232
1658-TJVOA,0.585521407094032
7394-LWLYN,0.5843327546540197
6458-CYIDZ,0.5834699540229604
2018-QKYGT,0.5814323760480417
3717-OEAUQ,0.580978100217866
4115-NZRKS,0.5802029244420205
9360-OMDZZ,0.5800245011916494
4132-KALRO,0.5798661626745487
5133-POWUA,0.5795173131215408
6907-FLBER,0.5792420872066993
7994-UYIVZ,0.5785054390301576
1845-ZLLIG,0.5772377736501473
2038-OEQZH,0.5770157738332032
4450-DLLMH,0.576792988046413
1200-TUZHR,0.5760368047375388
7668-XCFYV,0.5757690913693079
2880-FPNAE,0.5755639774620228
3966-HRMZA,0.5754852425350353
1197-BVMVG,0.5753744568738708
6856-RAURS,0.5736093046882824
1219-NNDDO,0.573505665838178
6185-TASNN,0.5727395925231411
4445-ZJNMU,0.5724784593306612
0848-ZGQIJ,0.5713383441774741
2984-AFWNC,0.5709178554192964
4583-PARNH,0.5707770458907114
0225-ZORZP,0.5704956001341581
9508-ILZDG,0.5700024016097226
5599-HVLTW,0.569678661572188
5271-DBYSJ,0.5696536213742245
5365-LLFYV,0.5695039749641874
9058-MJLZC,0.5692007381183982
6918-UMQCG,0.5685868624336823
9334-GWGOW,0.5671433589501179
3569-EDBPQ,0.5668293771521598
2959-FENLU,0.5667323542032185
5935-FCCNB,0.5660199526492596
9919-KNPOO,0.5656130977081862
2960-NKRSO,0.565524387983602
2371-JQHZZ,0.5648806953423006
5183-SNMJQ,0.5646334323908397
2905-KFQUV,0.5643761391599408
6860-YRJZP,0.563682556732037
6888-SBYAI,0.5630708226641992
0082-OQIQY,0.5629167418410177
1028-FFNJK,0.5625226732370312
4521-YEEHE,0.5622856466407193
1078-TDCRN,0.5610179205983763
9822-OAOVB,0.5605668698049151
2688-BHGOG,0.5605215094014805
9927-DSWDF,0.560090088181468
8356-WUAOJ,0.5600254281118139
2215-ZAFGX,0.5599990050958433
4566-NECEV,0.5597218607691921
6175-IRFIT,0.5595888359263875
4195-NZGTA,0.5589524689705406
8705-WZCYL,0.5586360188480536
3003-CMDUU,0.5581513528015042
7030-NJVDP,0.5580281024328662
2439-LYPMQ,0.5579692707749814
7392-YYPYJ,0.5573482223202364
6496-JDSSB,0.5573475309769491
3199-XGZCY,0.5568897039355646
9885-AIBVB,0.5564639800456708
3716-UVSPD,0.5559364853042804
0577-WHMEV,0.555810420652174
8778-LMWTJ,0.5549136773206391
4059-IIEBK,0.5548019941210655
8132-YPVBX,0.5543152607098791
5995-SNNEW,0.5533731356217118
3370-HXOPH,0.5530776907689496
2077-MPJQO,0.551853524771498
8695-WDYEA,0.5505130375614646
6198-ZFIOJ,0.5503739047474333
9121-PHQSR,0.550136712264414
9529-OFXHY,0.5493707131211913
7402-EYFXX,0.5493149098950165
0248-IPDFW,0.5488735729725676
4137-BTIKL,0.5486054774074863
5216-WASFJ,0.5485567832525209
6719-OXYBR,0.5481521002909794
2523-EWWZL,0.5478057677221826
2135-DQWAQ,0.5475963346427871
0817-HSUSE,0.5470183837299407
8584-KMVXD,0.5454935618487359
1307-ATKGB,0.5445222111325527
0570-BFQHT,0.5439068844134872
0928-XUTSN,0.5436775691122198
6198-RTPMF,0.5434707561693929
3427-GGZZI,0.5434228974191087
8873-GLDMH,0.5426471242346323
5226-NOZFC,0.5425245106392761
0168-XZKBB,0.5425170219097286
4536-PLEQY,0.5423744416609871
2322-VCZHZ,0.5420442336032208
2916-BQZLN,0.5416057399388285
3842-QTGDL,0.5410791472721421
0620-DLSLK,0.5406890650127687
3587-PMCOY,0.5403936433946245
6833-JMZYP,0.5400004664044302
5339-PXDVH,0.5394385794709754
3030-YDNRM,0.538724213682732
5928-QLDHB,0.538666858260656
8313-NDOIA,0.5382558052892678
6851-WEFYX,0.5381003838402298
6103-BOCOU,0.538099766758471
2874-YXVVA,0.5377230312604756
0396-YCHWO,0.5377012470164813
1580-BMCMR,0.5365398885289635
5606-AMZBO,0.5362218957345315
7537-RBWEA,0.5355540704204386
4480-QQRHC,0.5343194390407693
1751-NCDLI,0.5336914118664311
0315-LVCRK,0.5333339606702426
6507-ZJSUR,0.5327489847168247
7278-CKDNC,0.5322373553322433
2809-ZMYOQ,0.5316582365486284
0258-NOKBL,0.5316480039280221
2480-JZOSN,0.5315153393661111
0644-OQMDK,0.5310838307069252
7321-VGNKU,0.5310118103796099
4633-MKHYU,0.5306574666550891
9355-NPPFS,0.5303236361795526
0221-WMXNQ,0.5300169902094717
7978-DKUQH,0.5298796177432417
3278-FSIXX,0.529354363849441
3916-NRPAP,0.5288149396211368
0147-ESWWR,0.5287010104742612
4183-MYFRB,0.5283037808382319
1866-OBPNR,0.5281801615463969
7365-BVCJH,0.5281698898615352
4612-SSVHJ,0.5280518419076856
9588-OZDMQ,0.5267628968610787
3798-EPWRR,0.5267468637692105
1666-JXLKU,0.52634581092926
3841-CONLJ,0.5249362105973469
6116-RFVHN,0.5246020707505099
5989-PGKJB,0.5240863987506181
7315-WYOAW,0.5240769647332422
0928-JMXNP,0.5236571589444292
0682-USIXD,0.5234801027071689
7852-LECYP,0.522825015625487
6339-YPSAH,0.5222065351596286
7245-NIIWQ,0.5219951586157363
3420-ZDBMA,0.5210117108321937
9274-UARKJ,0.5209314177998923
8270-RKSAP,0.5203665361931378
9552-TGUZV,0.5193822533635671
5117-IFGPS,0.5188258649536649
3956-MGXOG,0.5186895467926789
1384-RCUXW,0.518586938726892
6267-DCFFZ,0.5185300769372712
8710-YGLWG,0.5184246675407518
9717-QEBGU,0.5183251516172707
1475-VWVDO,0.5180572807718203
8541-QVFKM,0.5178386454110655
7901-HXJVA,0.5177096653899216
4060-LDNLU,0.5172628205084574
8158-WPEZG,0.5167904084072138
2122-YWVYA,0.5166793763127313
0082-LDZUE,0.5164411617054003
5899-OUVKV,0.5162960056497214
2235-DWLJU,0.5155992518165073
5650-YLIBA,0.5155849158769105
3130-ICDUP,0.5154924569781345
2799-ARNLO,0.5153736575581003
0018-NYROU,0.5149879267909881
1818-ESQMW,0.5147789185282591
0670-KDOMA,0.5143936903825223
